223,1300.00,82.00,48.14,0.146341,1.000000
239,1300.00,81.15,47.64,0.073935,0.035081
225,1300.00,88.77,52.11,0.096911,1.000000
132,877.05,124.00,inf,0.120482,1.447541
133,877.20,222.83,170.26,0.129243,1.328061
134,877.01,224.81,171.77,0.128107,1.505138
135,877.76,222.81,170.24,0.118485,1.383758
136,876.86,133.53,193.52,0.195343,1.609377
137,878.02,152.47,220.97,0.183166,1.505361
138,874.00,151.74,219.91,0.190466,1.469670
139,877.20,300.73,176.55,0.194930,1.813353
140,876.70,397.25,inf,0.213997,1.392261
141,876.86,126.47,183.28,0.154421,1.687762
142,877.37,122.53,177.57,0.184276,1.544102
143,876.00,152.19,220.56,0.198151,1.659815
144,877.12,163.66,237.19,0.175524,1.668719
145,876.77,157.28,227.93,0.205839,1.451923
146,873.22,110.40,160.00,0.314311,0.928036
149,877.00,143.00,207.24,0.174825,1.000000
150,877.71,142.73,206.85,0.200382,1.159106
151,877.40,125.32,181.62,0.202528,1.664640
152,876.72,114.08,165.33,0.122666,1.386538
153,878.10,131.48,190.55,0.139585,0.641300
154,880.19,133.27,193.14,0.242801,1.014622
155,876.75,115.02,166.69,0.286921,2.064226
180,1796.00,245.37,187.48,0.167888,0.930920
181,1800.04,249.91,362.18,0.132704,0.624319
182,1798.10,238.83,346.12,0.193069,0.952554
188,1299.75,174.12,252.35,0.289292,0.463960
189,1300.00,206.67,299.52,0.164954,0.586814
190,1300.04,206.93,299.89,0.149717,0.675212
191,1300.03,212.18,307.51,0.151628,0.721736
192,1299.97,190.72,276.40,0.145388,0.702671
193,1299.91,179.45,260.07,0.155503,0.712677
194,1299.68,328.63,251.09,0.152155,0.689091
195,1300.00,333.17,254.56,0.194472,0.678341
196,1299.89,191.04,276.86,0.157712,0.667060
197,1299.85,189.96,275.31,0.160278,0.758831
198,1299.97,211.63,306.71,0.152801,0.670945
199,1299.81,226.98,328.95,0.147335,0.682082
200,1299.79,236.39,342.59,0.149053,0.647008
201,1299.87,235.61,341.45,0.149281,0.630446
202,1299.79,231.97,336.18,0.206895,0.671346
203,1299.79,236.59,342.88,0.155351,0.599055
204,1298.00,217.00,314.49,0.211982,1.000000
352,1300.00,215.43,312.22,0.128180,1.348466
205,1299.82,210.99,305.78,0.219173,0.304325
206,1299.79,202.82,293.94,0.250171,0.317137
207,1299.94,204.63,296.55,0.209133,0.315976
208,1299.90,172.40,249.86,0.249418,0.322557
209,1299.93,172.30,249.71,0.195479,0.325266
210,1298.00,176.00,255.07,0.193182,1.000000
211,1299.95,172.80,250.43,0.222171,0.380175
212,1300.18,166.74,241.64,0.204485,0.328778
213,1300.20,182.57,264.58,0.186470,0.348831
350,1297.93,349.51,4276.29,0.121984,1.330777
215,1300.10,222.27,322.13,0.147075,0.683883
216,1300.12,191.05,276.88,0.160824,0.713213
217,1299.97,178.49,258.67,0.179354,0.770825
218,1300.00,193.47,280.39,0.165170,0.752628
219,1299.90,219.58,318.23,0.202204,0.695726
220,1299.64,235.11,340.73,0.194963,0.750836
221,1299.67,219.30,317.82,0.207708,0.735599
223,1300.00,82.00,48.14,0.146341,1.000000
225,1300.00,88.77,52.11,0.096911,1.000000
239,1300.00,81.15,47.64,0.073935,0.035081
245,1300.00,80.78,47.42,0.198070,0.219167
246,1300.00,79.48,46.66,0.075492,0.128750
247,1300.00,81.80,48.02,0.132024,0.629791
249,1300.00,80.54,47.28,0.149001,0.616681
250,1300.00,79.01,46.39,0.164691,2.187856
251,1299.81,84.77,49.76,0.171809,0.672884
252,1300.00,81.00,47.55,0.148148,0.223364
253,1300.00,81.10,47.61,0.177549,0.800660
254,1300.00,81.19,47.66,0.176893,0.774439
255,1300.00,81.86,48.06,0.171512,0.618223
256,1300.00,83.80,49.20,0.171840,0.623674
257,1300.00,81.42,47.80,0.147878,0.786369
258,1300.00,82.17,48.24,0.217327,0.761045
259,1299.74,82.36,48.35,0.175896,0.790137
260,1300.00,78.85,46.29,0.182617,0.799169
261,1300.00,76.58,44.96,0.188027,0.745341
262,1300.00,73.99,43.44,0.175705,0.870643
263,1300.00,81.00,47.55,0.172840,1.000000
264,1300.00,82.23,48.28,0.183850,0.740030
265,1299.43,78.14,45.88,0.189080,0.786854
266,1299.29,72.00,42.27,0.189154,0.768942
267,1299.57,84.00,49.31,0.178577,0.735977
268,1300.00,82.61,48.50,0.169457,0.748885
269,1300.00,62.25,47.56,0.173258,0.675761
270,1300.00,33.97,49.23,0.176607,0.728541
292,1298.17,55.55,80.50,0.142802,0.579959
293,1300.00,55.16,79.94,0.133630,0.609371
294,1298.19,56.64,82.08,0.136401,0.539803
295,1298.02,57.11,82.77,0.157952,0.736587
297,1297.73,28.89,79.60,0.166156,0.712501
298,1297.13,29.01,79.93,0.088103,0.993037
352,1300.00,215.43,312.22,0.128180,1.348466
353,1298.19,398.88,304.76,0.149664,1.548789
354,1297.50,140.14,203.10,0.153224,1.340106
355,1300.00,175.59,254.47,0.205022,1.595300
356,1297.68,176.08,255.18,0.177192,1.523608
357,1300.00,175.52,254.37,0.145854,1.241994
362,1297.49,142.84,207.01,0.135148,1.402539
363,1297.86,121.24,175.70,0.501131,1.100542
368,1296.91,101.96,147.77,0.735376,0.864620
369,1300.00,133.14,192.95,0.360522,1.000000
370,1300.00,136.55,197.90,0.157533,1.460662
400,1298.92,106.68,154.61,0.314672,0.153825
401,1298.42,127.73,185.11,0.163405,1.551427
405,1298.92,129.30,187.38,0.137576,1.372278
407,1300.00,132.76,192.41,0.165844,1.584283
408,1298.59,138.00,200.00,0.144518,1.556220
409,1300.00,121.33,175.83,0.178581,1.185851
410,1298.69,151.81,220.01,0.153852,1.298220
411,1300.00,140.27,203.28,0.156334,1.553524
412,1298.78,148.69,215.49,0.173213,1.699587
413,1298.86,148.34,214.98,0.155688,1.632381
414,1298.78,165.23,239.46,0.153616,1.678598
346,1299.06,429.06,5249.66,0.186140,1.422853
347,1298.35,276.52,9057.23,0.187321,1.449857
348,1300.00,173.17,5671.97,0.157957,1.307314
345,1299.69,429.57,5255.90,0.169776,1.529645
348,1300.00,173.17,5671.97,0.157957,1.307314
349,1297.55,59.92,6019.38,0.158893,1.388084
